id	source	experiment	personality	mr	pred_text	has_error	error_details
llm_exp8_048	llm	exp8	AGREEABLE	name[nameVariable], eatType[pub], customerRating[decent], near[nearVariable]	Did you say nameVariable? Oh, well it seems like nameVariable is a pub with a decent rating, also it's somewhat near nearVariable, isn’t it?		
llm_exp7_045	llm	exp7	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[English], priceRange[high], customerRating[mediocre], area[riverside], familyFriendly[yes], near[nearVariable]	Oh God, yeah, I am not sure. I mean, nameVariable is a restaurant in riverside with like, a high price range and it's darn near nearVariable, also it's family friendly and it serves English food with rather mediocre ratings.		
llm_exp4_045	llm	exp4	AGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[high], customerRating[decent], area[city centre], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. Ok, nameVariable is a pub and a Japanese restaurant in city centre near nearVariable, with a high price range, it has a rather decent rating, and it is family friendly, alright?		
llm_exp6_049	llm	exp6	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[nearVariable]	Oh man, I'm not totally sure. nameVariable is a darn restaurant in the city centre serving Chinese food, also it's kind of family friendly and near nearVariable with a moderate price range!		
llm_exp5_043	llm	exp5	AGREEABLE	name[nameVariable], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. Right, oh nameVariable is an Italian restaurant in city centre near nearVariable, also it is family friendly, you see?		
llm_exp3_056	llm	exp3	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[nearVariable]	Oh gosh, I'm not sure. Um, nameVariable is an Italian restaurant in the city centre, it's near nearVariable, and it's like kid friendly, it is.		
llm_exp8_049	llm	exp8	AGREEABLE	name[nameVariable], eatType[pub], food[Italian], priceRange[moderate], customerRating[mediocre], area[riverside], familyFriendly[yes], near[nearVariable]	Did you say nameVariable? Right, yeah it is a pub near nearVariable serving Italian food with somewhat moderate pricing and it has a rather mediocre rating, also it's in the riverside and quite family friendly, okay?		
seq_features_guide_model1_108	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[English], priceRange[high], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . i see , well it is an english restaurant and expensive in _area_variable_ , also it is sort of near nearvariable , and it is a pub , also it is family friendly .		
seq_token_supervision_model27_103	seq2seq	token_supervision_model27	AGREEABLE	name[nameVariable], eatType[pub], food[fast_food], priceRange[20-25], customerRating[high], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . yeah , it is a pub with a high rating with a price range of ps20-25 , also it is a fast food restaurant near nearvariable in _area_variable_ and quite kid friendly , you know , you see ?		
seq_features_guide_model1_109	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[pub], food[Italian], priceRange[high], customerRating[average], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . yeah , it is a pub with an average rating , also it is an italian restaurant and quite family friendly , also it is expensive somewhat in _area_variable_ , also it is near nearvariable , you see ?		
llm_exp5_044	llm	exp5	EXTRAVERT	name[nameVariable], eatType[pub], food[Japanese], priceRange[cheap], customerRating[excellent], area[city centre], familyFriendly[no], near[nearVariable]	nameVariable is a Japanese place in city centre near nearVariable, mate, also it's a pub that's cheap and has an excellent rating, you know, but it isn't kid friendly!		
seq_features_token_model7_118	seq2seq	features_token_model7	AGREEABLE	name[nameVariable], eatType[pub], customerRating[high], near[nearVariable]	let 's see what we can find on namevariable . well , it is a pub with a quite high rating , also it is sort of near nearvariable , you see ?		
llm_exp9_052	llm	exp9	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[nearVariable]	Did you say nameVariable? I see, well it is an Italian place and a pub in riverside somewhat near nearVariable, with a moderate price range and it seems to be rather family friendly.		
llm_exp5_045	llm	exp5	DISAGREEABLE	name[nameVariable], eatType[pub], food[Italian], priceRange[moderate], customerRating[decent], area[riverside], familyFriendly[no], near[nearVariable]	Oh God, everybody knows that nameVariable is near nearVariable in riverside. It's an Italian pub with a decent rating, and it's moderately priced. It's actually not kid friendly. Come on. 		
llm_exp8_050	llm	exp8	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[fast food], priceRange[high], area[riverside], familyFriendly[yes], near[nearVariable]	I mean, nameVariable is an expensive fast food place, also it's darn family friendly, isn't it? NameVariable is near nearVariable. It's in riverside, oh God. 		
seq_token_supervision_model27_104	seq2seq	token_supervision_model27	DISAGREEABLE	name[nameVariable], eatType[pub], food[English], priceRange[high], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable is expensive , also it 's a pub . it is near nearvariable . it 's an english place . it is damn kid friendly . it is in _area_variable_ .		
seq_features_guide_model1_110	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[pub], food[French], priceRange[moderate], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . right , it is a pub , also it is somewhat moderately priced , a french restaurant and rather family friendly near nearvariable , and it is in _area_variable_ , you see ?		
seq_token_supervision_model27_105	seq2seq	token_supervision_model27	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Indian], priceRange[high], area[_area_variable_], familyFriendly[yes], near[nearVariable]	oh god yeah , i do n't know . namevariable is a pub , also it is an indian place in _area_variable_ , also it is expensive , and it 's kid friendly , also it 's kind of near nearvariable .		
llm_exp4_046	llm	exp4	DISAGREEABLE	name[nameVariable], eatType[pub], customerRating[low], near[nearVariable]	nameVariable is just a pub with a low rating. Obviously, it's near nearVariable. Oh God, I mean. 		
llm_exp5_046	llm	exp5	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see... Well, nameVariable is a English restaurant that is expensive and next to nearVariable somewhat in riverside. It is family friendly, also nameVariable is a restaurant establishment.		
llm_exp9_053	llm	exp9	EXTRAVERT	name[nameVariable], eatType[pub], food[fast food], priceRange[moderate], customerRating[decent], area[city centre], familyFriendly[no], near[nearVariable]	nameVariable is a pub and it's moderately priced buddy, you know, it's a fast food place with a decent rating in city centre, also it isn't kid friendly and it's near nearVariable!		
seq_features_guide_model1_111	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[French], priceRange[20-25], customerRating[high], area[_area_variable_], familyFriendly[no], near[nearVariable]	you want to know more about namevariable ? well , i see it is a pub with a high rating with a price range of ps20-25 and it is a french restaurant in _area_variable_ near nearvariable , also it is n't kid friendly .		
llm_exp5_047	llm	exp5	DISAGREEABLE	name[nameVariable], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is expensive, also it's family friendly, in riverside near nearVariable, oh God. It's an English pub. come on, everybody knows that.		
llm_exp4_047	llm	exp4	EXTRAVERT	name[nameVariable], eatType[restaurant], food[French], priceRange[20-25], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is a French restaurant with a price range of £20-25 near nearVariable and it's family friendly, you know buddy, also it's in the riverside area!		
seq_token_supervision_model27_106	seq2seq	token_supervision_model27	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Chinese], priceRange[20-25], customerRating[high], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is a chinese restaurant in _area_variable_ near nearvariable with a price range of ps20-25 , it has a high rating and it is n't family friendly , also it 's a restaurant .		
llm_exp3_057	llm	exp3	EXTRAVERT	name[nameVariable], eatType[pub], food[Japanese], priceRange[high], customerRating[decent], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is a pub in the riverside area, mate, it has a high price range but a decent rating, serves Japanese food, and it's kid friendly, near nearVariable!		
llm_exp3_058	llm	exp3	AGREEABLE	name[nameVariable], eatType[pub], food[French], priceRange[20-25], customerRating[high], area[riverside], familyFriendly[yes], near[nearVariable]	Let's check out nameVariable, shall we? Alright, it's a pub serving French cuisine, and you're looking at a price range of £20-25. The customer ratings are quite high, and it's located in the riverside area. Plus, it's family friendly and close to nearVariable, okay?		
llm_exp6_050	llm	exp6	AGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], priceRange[20-25], area[riverside], familyFriendly[yes], near[nearVariable]	Did you mention nameVariable? Alright, well, it seems that it is an Indian restaurant with a price range of £20-25, also it's in the riverside area and it's family friendly with its location near nearVariable, pal, okay?		
seq_features_guide_model1_112	seq2seq	features_guide_model1	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[English], priceRange[high], customerRating[average], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is expensive with an average rating . it is in _area_variable_ . it 's an english place . it is n't kid friendly . it is a restaurant . it is near nearvariable .		
llm_exp3_059	llm	exp3	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[nearVariable]	Oh gosh I don't know. nameVariable is like, a pub in the riverside area, I think? It serves Indian food and it's kinda expensive, also it's kid friendly, and it's near nearVariable, yeah.		
